date,open,high,low,close
2012-10-02,12.4,12.88,12.344,12.84
2012-10-03,12.84,12.99,12.68,12.89
2012-10-04,12.89,13.09,12.6,12.85
2012-10-05,12.85,12.97,12.51,12.688
2012-10-08,11.8,11.952,10.621,11.778
2012-10-09,11.778,12.35,11.571,11.895
2012-10-10,11.895,12.19,11.767,12.12
2012-10-11,12.12,12.151,11.858,12.03
2012-10-12,12.03,12.15,11.92,12.0
2012-10-15,11.739,11.989,11.43,11.838
2012-10-16,11.838,11.99,11.5,11.85
2012-10-17,11.85,11.96,11.7,11.81
2012-10-18,11.81,11.96,11.75,11.94
2012-10-19,11.94,11.967,11.619,11.74
2012-10-22,11.631,11.81,11.471,11.71
2012-10-23,11.71,12.0,11.41,11.65
2012-10-24,11.65,11.79,11.591,11.65
2012-10-25,11.65,11.699,10.52,10.862
2012-10-26,10.862,10.95,9.74,10.171
2012-10-29,10.7,10.94,10.321,10.6
2012-10-30,10.6,10.89,10.58,10.888
2012-10-31,10.888,11.21,10.705,11.201
2012-11-01,11.201,11.279,10.4,10.57
2012-11-02,10.57,10.8,10.33,10.469
2012-11-05,10.8,10.88,10.61,10.748
2012-11-06,10.748,10.9,10.667,10.899
2012-11-07,10.899,11.216,10.8,10.92
2012-11-08,10.92,11.07,10.75,10.925
2012-11-09,10.925,10.985,10.79,10.815
2012-11-12,10.869,11.18,10.767,11.008
2012-11-13,11.008,11.129,10.922,10.951
2012-11-14,10.951,11.05,10.82,10.95
2012-11-15,10.95,11.3,10.86,11.198
2012-11-16,11.198,11.8,11.172,11.749
2012-11-19,11.652,11.84,11.6,11.8
2012-11-20,11.8,11.8,11.573,11.733
2012-11-21,11.733,11.784,11.644,11.77
2012-11-22,11.77,12.43,11.67,12.422
2012-11-23,12.422,12.422,12.132,12.345
2012-11-26,12.482,12.652,11.89,12.246
2012-11-27,12.246,12.339,11.9,12.2
2012-11-28,12.2,12.407,12.1,12.348
2012-11-29,12.348,12.599,12.15,12.45
2012-11-30,12.45,12.65,12.424,12.565
2012-12-03,12.5,12.679,12.476,12.679
2012-12-04,12.679,13.5,12.62,13.41
2012-12-05,13.41,13.42,13.15,13.38
2012-12-06,13.38,13.689,12.9,13.299
2012-12-07,13.299,13.549,12.975,13.5
2012-12-10,13.388,13.55,13.269,13.433
2012-12-11,13.433,13.67,13.3,13.557
2012-12-12,13.557,13.8,13.3,13.699
2012-12-13,13.699,13.8,13.468,13.7
2012-12-14,13.7,13.901,13.0,13.6
2012-12-17,13.3,13.485,12.749,13.25
2012-12-18,13.25,13.398,13.11,13.299
2012-12-19,13.299,13.601,13.2,13.599
2012-12-20,13.599,13.72,13.326,13.525
2012-12-21,13.525,13.6,13.42,13.5
2012-12-24,13.312,13.45,13.211,13.38
2012-12-25,13.38,13.43,13.14,13.35
2012-12-26,13.35,13.47,13.2,13.468
2012-12-27,13.468,13.47,13.25,13.422
2012-12-28,13.422,13.65,13.342,13.421
2012-12-31,13.45,13.561,13.366,13.51
2013-01-01,13.51,13.56,13.161,13.304
2013-01-02,13.304,13.4,13.164,13.28
2013-01-03,13.28,13.464,13.249,13.398
2013-01-04,13.398,13.52,13.273,13.5
2013-01-07,13.454,13.59,13.404,13.588
2013-01-08,13.588,13.88,13.5,13.743
2013-01-09,13.743,13.862,13.62,13.77
2013-01-10,13.77,14.32,13.77,14.14
2013-01-11,14.14,14.35,13.91,14.137
2013-01-14,14.116,14.35,14.11,14.3
2013-01-15,14.3,14.479,13.992,14.25
2013-01-16,14.25,14.73,14.21,14.73
2013-01-17,14.73,15.7,14.63,15.5
2013-01-18,15.5,15.985,15.41,15.705
2013-01-21,15.7,16.98,15.634,16.8
2013-01-22,16.8,17.59,16.65,17.261
2013-01-23,17.261,17.586,16.802,17.5
2013-01-24,17.5,19.19,15.61,16.896
2013-01-25,16.896,17.797,15.386,17.4
2013-01-28,17.818,18.88,17.75,18.721
2013-01-29,18.721,19.8,18.7,19.525
2013-01-30,19.525,19.799,19.149,19.7
2013-01-31,19.7,21.43,19.511,20.41
2013-02-01,20.41,21.13,20.301,20.499
2013-02-04,20.59,21.05,19.855,20.43
2013-02-05,20.43,20.79,20.2,20.6
2013-02-06,20.6,21.334,20.6,21.18
2013-02-07,21.18,22.22,20.77,22.15
2013-02-08,22.15,22.772,22.0,22.66
2013-02-11,23.97,24.675,23.646,24.65
2013-02-12,24.65,25.828,24.3,25.17
2013-02-13,25.17,26.3,24.195,24.2
2013-02-14,24.2,27.597,21.721,27.221
2013-02-15,27.221,27.506,26.103,27.1
2013-02-18,26.815,27.148,26.363,26.95
2013-02-19,26.95,29.65,26.8,29.418
2013-02-20,29.418,29.87,28.988,29.645
2013-02-21,29.645,29.978,29.311,29.748
2013-02-22,29.748,31.3,29.67,30.245
2013-02-25,29.89,30.4,29.55,30.4
2013-02-26,30.4,31.699,30.117,31.1
2013-02-27,31.1,31.65,30.79,30.901
2013-02-28,30.901,34.515,30.901,33.38
2013-03-01,33.38,34.9,32.92,34.5
2013-03-04,34.5,36.7,34.19,36.152
2013-03-05,36.152,40.646,36.15,40.33
2013-03-06,40.33,49.099,40.145,41.02
2013-03-07,41.02,45.5,33.3,42.0
2013-03-08,42.0,44.5,41.02,44.18
2013-03-11,46.0,48.469,45.54,48.4
2013-03-12,48.4,48.4,36.65,44.29
2013-03-13,44.29,47.295,43.751,46.92
2013-03-14,46.92,47.99,46.05,47.17
2013-03-15,47.17,47.45,46.4,46.95
2013-03-18,47.4,52.875,47.12,51.6
2013-03-19,51.6,62.0,50.0,59.14
2013-03-20,59.14,66.0,57.702,64.489
2013-03-21,64.489,74.9,63.101,70.85
2013-03-22,70.85,73.75,65.0,69.865
2013-03-25,71.5,78.0,69.518,73.6
2013-03-26,73.6,79.72,73.11,78.5
2013-03-27,78.5,89.5,78.4,88.92
2013-03-28,88.92,95.7,75.001,86.18
2013-03-29,86.18,93.06,83.01,90.5
2013-04-01,93.03,106.0,92.236,104.0
2013-04-02,104.0,118.36,99.0,117.98
2013-04-03,117.98,147.0,110.0,135.0
2013-04-04,135.0,142.12,116.39,132.12
2013-04-05,132.12,144.94,130.24,142.32
2013-04-08,162.3,194.9,162.3,187.5
2013-04-09,187.5,240.11,186.5,230.0
2013-04-10,230.0,266.0,105.0,165.0
2013-04-11,165.0,188.7,110.2,124.9
2013-04-12,124.9,140.0,54.25,117.0
2013-04-15,90.0,102.0,71.51,82.386
2013-04-16,82.386,84.5,50.01,68.356
2013-04-17,68.356,98.778,63.3,93.07
2013-04-18,93.07,113.0,86.0,109.01
2013-04-19,109.01,136.43,105.54,118.48
2013-04-22,119.2,127.4,118.5,127.4
2013-04-23,127.4,144.02,124.97,143.48
2013-04-24,143.48,166.43,140.97,154.2
2013-04-25,154.2,162.0,120.09,141.71
2013-04-26,141.71,144.99,121.45,136.9
2013-04-29,133.87,149.0,132.25,142.47
2013-04-30,142.47,146.93,134.0,138.38
2013-05-01,138.31,141.74,104.67,117.5
2013-05-02,117.53,126.9,91.22,111.16
2013-05-03,111.77,112.69,79.131,94.0
2013-05-06,116.0,124.72,106.01,111.32
2013-05-07,111.41,114.0,98.0,109.7
2013-05-08,109.5,116.27,108.0,113.49
2013-05-09,113.49,114.8,108.81,112.2
2013-05-10,112.14,122.5,111.35,118.23
2013-05-13,115.99,118.85,114.22,117.17
2013-05-14,117.18,119.79,110.2,113.88
2013-05-15,113.8,116.37,103.02,114.89
2013-05-16,114.13,117.49,112.11,117.37
2013-05-17,116.78,125.52,116.0,122.9
2013-05-20,121.5,123.6,120.1,121.54
2013-05-21,121.54,123.08,121.1,122.78
2013-05-22,122.78,123.7,122.0,123.0
2013-05-23,123.0,126.93,122.51,125.36
2013-05-24,125.98,133.98,125.61,129.91
2013-05-27,135.2,135.49,124.0,129.7
2013-05-28,129.6,130.65,125.5,128.9
2013-05-29,128.92,132.67,127.6,131.89
2013-05-30,131.89,132.5,127.0,128.9
2013-05-31,128.83,129.4,126.37,127.4
2013-06-03,119.9,122.73,116.0,122.31
2013-06-04,122.31,123.98,118.79,121.5
2013-06-05,121.5,123.5,119.52,121.47
2013-06-06,120.6,123.3,118.56,119.7
2013-06-07,119.9,120.6,106.22,112.48
2013-06-10,102.04,110.42,95.002,106.15
2013-06-11,106.16,109.6,104.01,108.8
2013-06-12,108.96,112.24,106.56,108.92
2013-06-13,108.16,110.3,102.9,102.9
2013-06-14,102.1,104.7,97.731,99.55
2013-06-17,100.0,102.31,98.95,101.5
2013-06-18,101.5,112.55,100.32,105.43
2013-06-19,105.06,110.6,105.06,107.0
2013-06-20,107.0,114.3,106.65,109.64
2013-06-21,110.0,115.01,107.62,109.64
2013-06-24,106.75,108.31,100.88,102.13
2013-06-25,102.13,108.9,100.03,102.23
2013-06-26,102.23,105.49,101.83,104.13
2013-06-27,104.8,104.8,102.0,102.5
2013-06-28,102.59,102.89,92.333,95.399
2013-07-01,97.317,97.979,88.19,88.558
2013-07-02,88.25,92.3,86.254,89.853
2013-07-03,89.783,91.19,80.62,81.129
2013-07-04,81.13,83.86,72.0,80.424
2013-07-05,80.958,81.52,65.513,70.73
2013-07-08,71.899,80.0,70.556,77.76
2013-07-09,77.779,78.3,72.51,76.999
2013-07-10,76.602,88.32,75.75,85.58
2013-07-11,85.9,90.7,82.9,87.56
2013-07-12,87.91,104.11,87.56,92.876
2013-07-15,95.0,101.5,92.86,99.45
2013-07-16,99.251,100.35,96.6,97.1
2013-07-17,97.3,99.99,96.18,98.0
2013-07-18,98.0,98.8,86.436,89.897
2013-07-19,90.822,95.2,87.6,93.097
2013-07-22,89.95,92.0,89.95,91.675
2013-07-23,91.6,97.1,91.6,95.12
2013-07-24,95.0,95.99,93.0,93.92
2013-07-25,94.861,97.455,93.803,96.5
2013-07-26,96.5,97.475,96.0,96.832
2013-07-29,99.2,102.85,98.455,100.86
2013-07-30,100.87,106.09,100.46,105.0
2013-07-31,105.97,111.65,103.88,107.75
2013-08-01,107.7,108.0,103.0,104.47
2013-08-02,104.26,108.0,101.21,104.07
2013-08-05,105.0,107.77,105.0,107.05
2013-08-06,107.05,107.5,105.14,106.46
2013-08-07,105.9,106.96,105.22,106.3
2013-08-08,105.51,106.5,100.96,103.25
2013-08-09,103.3,105.79,102.0,102.14
2013-08-12,105.0,108.02,103.51,107.6
2013-08-13,107.99,108.65,104.5,107.69
2013-08-14,107.69,115.0,107.69,113.0
2013-08-15,112.55,113.32,108.88,110.8
2013-08-16,110.04,112.23,108.34,108.81
2013-08-19,113.81,123.74,111.8,118.5
2013-08-20,118.07,123.01,117.03,122.39
2013-08-21,122.39,124.94,119.68,123.84
2013-08-22,122.52,123.72,120.57,122.33
2013-08-23,122.56,122.56,118.51,118.52
2013-08-26,122.48,122.99,119.93,120.1
2013-08-27,120.0,132.68,120.0,131.3
2013-08-28,131.2,131.8,128.02,130.5
2013-08-29,130.5,130.98,128.19,129.0
2013-08-30,128.56,142.75,128.56,136.01
2013-09-02,145.7,147.6,142.4,144.0
2013-09-03,144.2,148.0,142.2,143.2
2013-09-04,143.2,145.8,130.09,135.22
2013-09-05,136.0,137.96,127.3,134.3
2013-09-06,134.3,135.78,123.0,125.7
2013-09-09,125.0,136.92,124.01,131.13
2013-09-10,131.14,135.97,130.7,132.81
2013-09-11,132.81,140.0,127.51,136.09
2013-09-12,136.0,145.9,135.51,140.9
2013-09-13,140.23,145.5,138.2,141.99
2013-09-16,138.01,142.01,137.85,138.75
2013-09-17,138.5,141.37,138.0,139.22
2013-09-18,140.0,142.0,139.01,141.0
2013-09-19,141.5,141.75,131.14,136.1
2013-09-20,135.64,137.44,132.0,134.34
2013-09-23,133.49,135.0,132.01,133.41
2013-09-24,134.75,136.48,132.5,135.5
2013-09-25,135.32,138.0,134.71,136.09
2013-09-26,136.09,137.0,134.71,136.89
2013-09-27,136.89,142.65,134.83,140.0
2013-09-30,143.5,145.81,138.14,141.32
2013-10-01,141.32,144.35,139.41,141.19
2013-10-02,140.5,141.93,109.71,124.15
2013-10-03,123.22,132.0,119.98,129.71
2013-10-04,129.71,138.8,128.5,138.49
2013-10-07,136.5,138.99,135.6,137.0
2013-10-08,137.0,137.83,135.66,137.0
2013-10-09,137.0,142.1,135.8,139.13
2013-10-10,139.13,141.5,139.03,140.1
2013-10-11,140.1,141.69,139.1,141.3
2013-10-14,147.0,153.4,146.04,149.02
2013-10-15,149.03,156.92,148.2,154.4
2013-10-16,154.4,163.0,144.22,151.99
2013-10-17,151.7,159.5,150.7,157.75
2013-10-18,157.75,166.67,156.5,165.01
2013-10-21,185.97,197.3,184.07,191.01
2013-10-22,191.01,205.43,190.77,200.3
2013-10-23,200.2,224.3,200.0,222.01
2013-10-24,222.02,233.14,175.5,199.0
2013-10-25,199.0,209.0,176.7,189.0
2013-10-28,203.4,209.79,200.6,206.9
2013-10-29,206.92,215.08,204.2,215.08
2013-10-30,215.08,216.5,204.0,205.99
2013-10-31,204.0,215.0,204.0,211.37
2013-11-01,213.34,215.0,209.76,213.87
2013-11-04,222.74,236.5,222.0,236.31
2013-11-05,236.31,258.88,230.0,254.1
2013-11-06,254.1,271.61,251.3,264.0
2013-11-07,264.0,321.51,263.01,308.0
2013-11-08,307.4,357.99,303.6,346.05
2013-11-11,339.0,373.08,321.41,362.2
2013-11-12,365.89,391.53,356.81,380.0
2013-11-13,380.0,445.0,372.18,441.0
2013-11-14,440.01,447.51,402.63,434.99
2013-11-15,433.11,458.0,423.53,438.06
2013-11-18,536.77,777.0,519.97,751.99
2013-11-19,770.0,900.01,513.01,649.98
2013-11-20,653.98,683.11,458.0,609.98
2013-11-21,605.99,777.12,595.95,773.81
2013-11-22,773.69,784.44,682.31,765.35
2013-11-25,801.99,839.98,759.99,828.02
2013-11-26,835.0,969.56,824.0,958.96
2013-11-27,951.02,1072.96,922.0,1054.52
2013-11-28,1054.85,1222.94,1032.1,1183.01
2013-11-29,1181.06,1241.62,1049.98,1157.94
2013-12-02,1019.99,1116.45,980.01,1089.92
2013-12-03,1080.03,1184.97,1064.96,1153.0
2013-12-04,1157.01,1239.93,1131.73,1238.7
2013-12-05,1235.03,1239.31,879.97,1117.94
2013-12-06,1117.69,1127.01,800.0,909.84
2013-12-09,790.01,980.2,787.77,904.98
2013-12-10,900.01,1064.96,900.01,1026.06
2013-12-11,1031.03,1056.86,828.91,879.12
2013-12-12,877.5,905.8,844.02,872.52
2013-12-13,872.75,942.33,858.74,870.25
2013-12-16,874.89,886.53,668.27,716.95
2013-12-17,713.73,754.83,630.04,680.46
2013-12-18,679.67,688.42,418.66,537.58
2013-12-19,536.31,691.85,502.56,687.66
2013-12-20,686.63,729.77,607.2,622.39
2013-12-23,622.01,672.45,608.2,672.45
2013-12-24,672.9,685.31,645.58,654.75
2013-12-26,679.35,777.73,678.75,773.81
2013-12-27,774.59,777.48,713.62,727.01
2013-12-30,746.66,767.75,737.95,761.33
2013-12-31,761.27,762.66,737.84,753.52
2014-01-02,773.4,820.48,766.52,808.87
2014-01-03,807.69,834.45,788.71,814.73
2014-01-06,931.79,1017.19,905.72,938.7
2014-01-07,938.97,967.31,810.96,818.6
2014-01-08,822.71,871.69,773.64,829.53
2014-01-09,833.61,876.96,787.9,840.12
2014-01-10,843.6,877.19,823.59,865.2
2014-01-13,857.27,871.69,800.51,842.74
2014-01-14,842.74,857.27,822.71,839.07
2014-01-15,844.6,873.29,831.95,863.41
2014-01-16,864.68,867.0,837.59,841.33
2014-01-17,841.18,842.96,796.24,804.38
2014-01-20,853.32,886.37,853.32,880.2
2014-01-21,880.44,882.07,853.46,865.5
2014-01-22,865.35,870.47,836.26,846.6
2014-01-23,846.53,851.57,821.9,823.05
2014-01-24,823.25,824.27,781.49,802.18
2014-01-27,881.83,893.18,774.83,774.83
2014-01-28,772.62,833.13,757.12,819.61
2014-01-29,819.81,837.24,809.0,824.54
2014-01-30,827.13,831.19,799.04,816.73
2014-01-31,817.19,828.5,812.61,822.57
2014-02-03,825.15,826.79,806.06,824.0
2014-02-04,823.25,841.26,820.41,828.57
2014-02-05,829.67,834.59,817.06,822.23
2014-02-06,825.15,825.29,778.09,780.52
2014-02-07,777.73,783.58,646.96,725.37
2014-02-10,682.41,704.82,550.39,665.91
2014-02-11,666.76,712.86,635.28,653.42
2014-02-12,657.59,682.27,614.21,659.37
2014-02-13,659.33,659.72,599.05,614.82
2014-02-14,615.35,703.28,538.53,653.89
2014-02-17,597.55,657.07,597.55,626.49
2014-02-18,625.94,645.75,610.17,623.44
2014-02-19,623.4,632.31,618.7,624.06
2014-02-20,624.3,628.69,562.49,565.0
2014-02-21,565.26,583.64,529.86,567.67
2014-02-24,610.17,610.54,536.6,542.92
2014-02-25,544.43,552.0,415.3,535.1
2014-02-26,536.83,604.96,524.99,586.75
2014-02-27,587.61,594.64,565.26,581.4
2014-02-28,581.29,586.17,551.36,560.95
2014-03-03,555.0,702.89,552.58,663.57
2014-03-04,663.04,697.55,654.79,663.88
2014-03-05,663.09,674.4,646.12,662.38
2014-03-06,662.82,670.38,648.76,660.24
2014-03-07,658.76,665.38,615.42,629.33
2014-03-10,639.96,644.75,611.25,628.06
2014-03-11,628.89,639.88,618.01,635.69
2014-03-12,636.17,648.47,629.53,632.91
2014-03-13,632.07,644.7,630.64,637.51
2014-03-14,637.47,639.88,627.63,630.56
2014-03-17,630.84,632.79,617.55,623.36
2014-03-18,623.25,624.34,601.54,613.31
2014-03-19,613.8,622.63,609.27,614.4
2014-03-20,612.9,613.54,585.72,590.08
2014-03-21,590.81,606.72,564.02,580.99
2014-03-24,565.04,589.45,551.18,587.13
2014-03-25,587.54,587.89,571.4,582.55
2014-03-26,582.85,592.7,570.16,581.67
2014-03-27,580.48,582.48,510.47,511.14
2014-03-28,512.14,529.07,470.39,493.68
2014-03-31,466.31,485.15,442.48,453.37
2014-04-01,455.29,496.67,453.31,486.78
2014-04-02,486.78,494.98,430.11,439.41
2014-04-03,439.5,456.35,414.42,445.4
2014-04-04,445.41,456.0,428.63,446.35
2014-04-07,458.97,461.51,443.72,449.22
2014-04-08,449.22,456.89,444.64,448.35
2014-04-09,448.03,453.35,439.37,440.18
2014-04-10,440.12,441.07,375.33,375.33
2014-04-11,375.16,429.74,344.22,416.63
2014-04-14,406.45,470.94,406.45,456.56
2014-04-15,456.91,514.72,452.16,504.9
2014-04-16,504.9,543.33,493.07,530.48
2014-04-17,529.05,535.62,481.46,501.03
2014-04-18,501.98,503.6,468.17,479.62
2014-04-21,493.75,510.44,488.88,491.45
2014-04-22,491.45,499.28,485.23,485.23
2014-04-23,486.0,489.84,480.58,487.05
2014-04-24,487.05,494.46,477.33,492.95
2014-04-25,493.22,500.63,440.14,456.2
2014-04-28,441.52,445.73,421.07,442.18
2014-04-29,442.26,449.08,431.02,443.01
2014-04-30,443.01,448.63,432.98,445.87
2014-05-01,445.38,459.43,443.81,456.06
2014-05-02,456.06,456.83,439.91,445.73
2014-05-05,433.56,438.44,425.33,429.15
2014-05-06,429.15,431.33,418.03,427.24
2014-05-07,427.11,446.37,423.12,441.66
2014-05-08,441.7,445.02,435.6,437.75
2014-05-09,438.02,451.24,434.31,445.99
2014-05-12,435.12,440.22,431.52,439.23
2014-05-13,439.23,439.77,433.13,436.15
2014-05-14,436.15,444.94,435.92,443.79
2014-05-15,444.21,447.75,440.12,444.07
2014-05-16,444.41,446.91,441.74,446.87
2014-05-19,443.83,445.61,442.05,443.77
2014-05-20,443.77,494.17,443.4,482.6
2014-05-21,482.53,494.46,482.07,488.83
2014-05-22,489.17,520.45,487.64,520.13
2014-05-23,521.08,543.1,517.36,524.85
2014-05-26,567.44,589.94,564.53,579.64
2014-05-27,579.27,591.23,549.63,571.98
2014-05-28,572.08,576.97,560.41,567.92
2014-05-29,567.99,576.07,556.27,566.09
2014-05-30,566.12,612.67,565.13,608.79
2014-06-02,641.93,663.39,610.99,663.39
2014-06-03,663.17,675.72,646.12,663.0
2014-06-04,663.39,668.67,617.78,642.06
2014-06-05,641.56,664.98,635.77,657.2
2014-06-06,657.55,658.59,646.2,649.31
2014-06-09,652.1,655.01,637.59,642.47
2014-06-10,642.51,657.98,641.19,649.39
2014-06-11,649.18,654.75,627.24,627.24
2014-06-12,626.88,634.36,580.55,583.02
2014-06-13,583.26,613.46,562.59,588.44
2014-06-16,571.98,606.83,571.82,595.27
2014-06-17,595.27,609.27,585.69,607.94
2014-06-18,607.64,613.99,599.74,603.79
2014-06-19,604.05,605.95,592.91,593.09
2014-06-20,592.84,595.2,581.33,590.49
2014-06-23,597.69,599.74,580.86,586.68
2014-06-24,586.65,588.79,582.58,583.29
2014-06-25,583.29,583.94,559.44,563.32
2014-06-26,562.53,572.15,558.6,571.07
2014-06-27,571.1,588.48,571.1,587.3
2014-06-30,594.04,643.29,594.04,636.86
2014-07-01,636.5,654.75,636.09,643.79
2014-07-02,644.33,653.64,627.79,645.16
2014-07-03,645.2,648.3,635.28,637.92
2014-07-04,637.8,644.16,626.21,631.11
2014-07-07,630.56,633.07,612.26,617.25
2014-07-08,617.02,623.05,615.84,621.0
2014-07-09,620.69,624.03,616.18,622.08
2014-07-10,621.85,622.01,609.42,616.14
2014-07-11,616.14,630.8,613.87,630.52
2014-07-14,627.59,628.06,615.95,620.19
2014-07-15,619.92,622.47,617.32,619.35
2014-07-16,619.66,620.69,612.86,614.86
2014-07-17,614.86,627.04,611.73,622.86
2014-07-18,622.86,626.84,616.49,624.61
2014-07-21,620.42,621.47,616.75,619.96
2014-07-22,619.89,622.51,618.74,619.16
2014-07-23,619.16,619.92,616.94,618.2
2014-07-24,617.78,618.7,591.47,598.98
2014-07-25,598.84,605.99,593.65,599.41
2014-07-28,592.31,592.59,571.72,585.48
2014-07-29,585.72,586.61,577.57,582.24
2014-07-30,582.31,582.99,562.72,564.24
2014-07-31,564.14,587.96,559.63,584.22
2014-08-01,584.18,601.83,581.16,596.91
2014-08-04,586.06,592.84,582.51,586.17
2014-08-05,586.17,587.92,579.85,581.4
2014-08-06,581.56,586.89,578.8,582.45
2014-08-07,582.45,590.81,581.73,588.86
2014-08-08,588.82,598.77,587.17,591.44
2014-08-11,587.86,589.73,572.54,573.46
2014-08-12,572.94,574.25,562.84,566.86
2014-08-13,566.93,571.07,524.33,541.92
2014-08-14,541.77,544.93,495.27,509.66
2014-08-15,509.87,517.01,483.47,492.56
2014-08-18,487.52,500.88,435.6,453.56
2014-08-19,453.21,488.52,451.39,479.52
2014-08-20,479.55,521.08,464.4,509.42
2014-08-21,509.32,532.82,506.46,520.37
2014-08-22,520.08,522.19,500.05,512.95
2014-08-25,511.43,511.43,497.69,502.24
2014-08-26,502.16,513.48,498.78,508.65
2014-08-27,508.75,521.16,508.36,513.69
2014-08-28,513.74,515.78,506.2,506.46
2014-08-29,506.59,512.27,502.41,508.7
2014-09-01,481.44,485.93,471.74,480.33
2014-09-02,480.42,483.3,470.88,478.1
2014-09-03,478.06,479.59,473.89,476.67
2014-09-04,476.6,494.05,473.89,489.48
2014-09-05,489.45,492.71,481.46,481.9
2014-09-08,481.88,481.88,464.51,471.65
2014-09-09,471.65,474.45,464.66,472.93
2014-09-10,472.88,487.21,470.37,478.88
2014-09-11,478.63,480.4,471.17,474.81
2014-09-12,475.29,476.71,467.12,472.68
2014-09-15,474.56,476.44,471.9,474.27
2014-09-16,474.27,474.54,461.66,462.88
2014-09-17,462.66,465.33,448.11,450.09
2014-09-18,449.88,456.04,405.19,424.67
2014-09-19,424.32,426.66,380.75,395.98
2014-09-22,393.35,405.25,392.36,401.91
2014-09-23,401.88,443.93,391.37,434.71
2014-09-24,435.45,438.83,419.45,422.96
2014-09-25,422.82,424.32,406.6,410.34
2014-09-26,410.32,414.32,396.04,402.29
2014-09-29,375.62,385.71,369.13,376.62
2014-09-30,376.58,393.93,370.88,386.01
2014-10-01,385.88,390.35,377.6,381.64
2014-10-02,381.77,382.78,370.27,371.98
2014-10-03,372.07,374.56,357.86,359.93
2014-10-06,303.3,343.51,301.29,335.26
2014-10-07,335.58,339.26,316.72,327.94
2014-10-08,327.77,350.3,325.36,350.3
2014-10-09,350.69,382.67,347.1,356.39
2014-10-10,356.6,374.9,351.54,355.34
2014-10-13,374.36,392.22,366.73,389.67
2014-10-14,390.05,409.74,386.07,402.87
2014-10-15,402.71,402.8,386.38,390.72
2014-10-16,390.55,396.13,369.29,377.39
2014-10-17,377.53,381.51,371.73,378.33
2014-10-20,386.04,389.15,377.25,380.82
2014-10-21,380.79,388.97,377.2,382.89
2014-10-22,382.83,384.5,377.74,379.87
2014-10-23,379.97,380.84,353.57,355.0
2014-10-24,355.0,360.56,351.12,355.7
2014-10-27,350.41,355.53,346.0,350.85
2014-10-28,350.85,354.71,347.91,351.48
2014-10-29,351.58,351.94,334.53,335.6
2014-10-30,335.47,350.41,332.5,343.83
2014-10-31,343.88,346.87,335.46,340.06
2014-11-03,324.62,333.72,323.46,324.02
2014-11-04,324.04,330.19,320.94,326.71
2014-11-05,326.58,341.5,326.55,338.15
2014-11-06,338.15,351.58,335.88,348.08
2014-11-07,347.81,351.3,339.86,341.97
2014-11-10,358.65,374.71,357.25,367.23
2014-11-11,367.32,370.91,360.49,366.03
2014-11-12,366.03,431.7,365.24,417.31
2014-11-13,417.45,458.04,385.67,416.6
2014-11-14,415.71,424.88,381.85,392.68
2014-11-17,387.67,410.17,375.47,386.74
2014-11-18,386.68,390.7,369.51,376.29
2014-11-19,376.48,385.06,371.13,375.36
2014-11-20,375.38,378.92,353.28,356.19
2014-11-21,356.32,356.35,341.93,351.38
2014-11-24,369.67,388.68,364.88,378.39
2014-11-25,378.37,393.07,374.0,376.05
2014-11-26,376.15,377.67,366.03,366.69
2014-11-27,366.66,373.27,365.4,368.18
2014-11-28,368.32,380.79,358.01,378.57
2014-12-01,377.06,382.6,375.38,379.51
2014-12-02,379.23,383.72,377.56,380.63
2014-12-03,380.65,383.01,374.1,375.39
2014-12-04,375.38,378.1,367.44,369.32
2014-12-05,369.32,376.52,365.54,376.45
2014-12-08,374.22,375.05,363.49,364.96
2014-12-09,364.7,364.7,344.2,350.72
2014-12-10,350.75,351.63,346.16,346.43
2014-12-11,346.4,361.0,337.63,346.52
2014-12-12,346.78,353.85,346.38,353.17
2014-12-15,350.19,351.68,343.97,345.38
2014-12-16,345.4,345.69,327.61,329.29
2014-12-17,329.36,333.07,314.44,319.79
2014-12-18,319.72,323.24,304.25,311.72
2014-12-19,311.86,316.56,306.46,313.69
2014-12-22,321.45,332.47,318.67,329.02
2014-12-23,329.0,335.91,328.05,333.26
2014-12-24,333.26,334.06,320.6,322.14
2014-12-26,318.05,327.87,316.13,326.76
2014-12-29,316.18,319.63,312.36,313.03
2014-12-30,313.19,314.47,308.81,310.1
2014-12-31,310.11,316.91,309.32,316.89
2015-01-02,314.73,315.57,312.57,315.03
2015-01-05,259.56,277.97,259.56,270.93
2015-01-06,271.77,286.96,270.89,283.77
2015-01-07,283.74,300.24,282.93,294.92
2015-01-08,295.33,296.1,282.41,283.53
2015-01-09,283.03,290.94,280.36,290.18
2015-01-12,266.36,271.78,264.19,269.32
2015-01-13,269.27,269.27,219.91,219.91
2015-01-14,221.75,226.94,170.09,172.95
2015-01-15,173.72,229.13,170.44,207.25
2015-01-16,207.25,222.02,199.18,207.09
2015-01-19,209.03,216.68,206.77,214.53
2015-01-20,214.63,215.61,204.8,210.23
2015-01-21,210.46,226.9,210.37,226.69
2015-01-22,226.7,236.84,223.11,231.13
2015-01-23,231.17,235.03,224.4,234.02
2015-01-26,253.03,307.97,252.32,267.64
2015-01-27,268.55,274.88,250.94,262.18
2015-01-28,262.19,265.14,225.27,231.36
2015-01-29,231.4,238.06,220.1,231.79
2015-01-30,231.5,242.72,226.14,229.65
2015-02-02,227.68,231.91,222.22,231.91
